GeneName	Pvalue	Fvalue
Braf	0.698512839	0.506541381
Brat1	0.009730921	16.94518162
Brca1	0.000381923	91.86551086
Brd1	0.748439629	0.420967958
Brd2	0.563884114	0.779265439
Brd3	0.405374565	1.240596076
Brd4	0.426188141	1.166607025
Brd7	0.020866135	11.07250555
Brd9	0.058570387	5.968681106
Brms1	0.074053488	5.130949265
Brms1l	0.024474775	10.10258066
Brpf1	0.553148026	0.804589049
Brpf3	0.433177425	1.142904314
Brwd1	0.108968829	3.94670086
Bsdc1	0.024195281	10.16986776
Btaf1	0.334374012	1.540656415
Btbd10	0.02663786	9.618143623
Bzw1	0.091678764	4.448574095
C2	0.617822392	0.661023851
C5ar1	0.37572929	1.355904952
C78339	0.033765072	8.365848944
C86695	0.189891985	2.593437624
Cabin1	0.030636956	8.861519916
Cables2	0.059562776	5.905378756
Cacna1h	0.440323237	1.119224659
Cacnb3	0.59075629	0.718593848
Calcrl	0.06151538	5.785318161
Calml4	0.049556271	6.627946672
Camk4	0.043160593	7.215972294
Camsap2	0.623555509	0.649244269
Cap1	0.000246754	114.6704991
Capn15	0.014116105	13.8021922
Capn5	0.126949572	3.537230824
Card10	0.569530739	0.766203272
Card6	0.018333178	11.91814545
Casp3	0.614931121	0.667017363
Cast	0.24475112	2.086352112
Cbfb	0.004035461	27.18017901
Cbx1	0.076568392	5.019397553
Cbx8	0.626718452	0.642804171
Cc2d1a	0.497106477	0.948500257
Ccar1	0.415845016	1.202715656
Ccdc114	0.409774444	1.224509823
Ccdc125	0.043978892	7.13365316
Ccdc166	0.899160881	0.188434043
Ccdc174	0.056561678	6.101862236
Ccdc25	0.141559481	3.263368949
Ccdc43	0.362488212	1.411727856
Ccdc64	0.275371557	1.87082554
Ccdc8	0.057600799	6.032098678
Ccdc82	0.144722497	3.209570203
Ccdc9	0.028450159	9.255523468
Ccdc92	0.358020167	1.431233217
Ccdc94	0.081158693	4.829280448
Ccdc97	0.2975572	1.73549332
Ccne1	0.001315813	48.77359006
Ccnl2	0.696545751	0.510049418
Ccnt1	0.651388965	0.593931337
Ccnt2	0.243092989	2.099150114
Ccnyl1	0.009213814	17.45766717
Ccr7	0.78441239	0.362819816
Ccser1	0.042560042	7.277888751
Ccser2	0.824194509	0.301067645
Cct5	0.308592018	1.673552813
Cd247	0.592458275	0.714873735
Cd2bp2	0.504541051	0.928159602
Cd3e	0.630424208	0.635310874
Cd74	0.984305467	0.04765631
Cd86	0.0335441	8.398574087
Cd99l2	0.033805652	8.359874106
Cdc42se1	0.105815495	4.029015387
Cdc42se2	0.704050754	0.496725185
Cdh4	0.533285331	0.853229361
Cdk11b	0.593795735	0.711960155
Cdk15	0.031783025	8.67144993
Cdk5rap2	0.062705996	5.714871911
Cdk7	0.420999324	1.184563827
Cdk9	0.373094205	1.366786082
Cdr2	0.146511125	3.179916179
Cdt1	0.792762912	0.349662701
Cdx2	0.066684774	5.493269292
Cdyl	0.162730199	2.933563447
Cdyl2	0.940654195	0.124739051
Ceacam1	0.018112831	11.99998321
Celsr3	0.489839099	0.968794342
Cenpc	0.313517254	1.646940194
Cenpj	0.36147921	1.416102213
Cenpt	0.510864403	0.91118172
Cenpu	0.88111153	0.215457024
Cep128	0.041758645	7.362580276
Cep135	0.034197903	8.302668745
Cep164	0.079762259	4.885382262
Cep192	0.131220164	3.452497625
Cep41	0.700479377	0.503045546
Cep57	0.043369996	7.194685541
Cep63	0.00245114	35.31781405
Cep95	0.218707971	2.303571304
Cgnl1	0.038879549	7.688117175
Chchd3	0.0339636	8.336720121
Chd3	0.14715579	3.169359898
Chd8	0.37543316	1.357122283
Chd9	0.032201722	8.604552122
Cherp	0.012324154	14.88209356
Chfr	0.002222486	37.16855173
Chka	0.140128874	3.288293246
Chmp2b	0.883671707	0.211631282
Chn2	0.194742421	2.540235123
Chrac1	0.001071255	54.22394022
Chtf18	0.020451761	11.20002473
Chtop	0.314778955	1.640220752
Cir1	0.231028031	2.196309812
Ciz1	0.030379265	8.905729565
Clasrp	0.064783555	5.596618844
Clcn1	0.495981676	0.951614288
Clcn5	0.077790861	4.9671316
Clec2d	0.082287239	4.78498469
Clint1	0.377690334	1.34787822
Clk2	0.556070338	0.797631326
Clk3	0.155076566	3.045036833
Clns1a	0.001927446	40.02735962
Cnksr3	0.422255697	1.180187167
Cnn3	0.72083837	0.467487046
Cnnm1	0.531878269	0.856767849
Cnnm4	0.047157373	6.834461868
Cnot2	0.01810719	12.00209816
Cnot4	0.64033962	0.615530196
Cnot6l	0.469679794	1.027351174
Cnr2	0.130149056	3.473359783
Cntrob	0.253959939	2.017530955
Cobll1	0.15468534	3.050954246
Cog1	0.504973876	0.926988164
Cog3	0.950063249	0.109579599
Cog5	0.225793725	2.240824129
Col16a1	0.071387085	5.255581002
Col4a3bp	0.242236047	2.105814809
Col4a6	0.655913838	0.585216045
Col7a1	0.027074718	9.527415244
Comt	0.073802631	5.142387065
Copg2	0.17001846	2.834423763
Cops5	0.615968144	0.664863516
Cops7b	0.298397095	1.730661478
Coq2	0.663402089	0.570952771
Coq9	0.265924895	1.933409248
Coro2a	0.061781664	5.769386485
Cotl1	0.097170418	4.274786808
Cox4i1	0.172207511	2.805871184
Cpeb2	0.792556773	0.349986117
Cpsf4	0.287047559	1.797691265
Cpsf7	0.009053424	17.62547644
Cpt1c	0.228324926	2.219109832
Cr1l	0.0638663	5.648118485
Cramp1l	0.29529819	1.748588768
Creb1	0.010780446	16.02078183
Creb3l2	0.059968158	5.879972496
Crebbp	0.403112788	1.248962695
Crem	0.273832145	1.880807467
Crk	0.0162648	12.75051679
Crnkl1	0.023600556	10.31699965
Crtc2	0.028494618	9.247064601
Csnk1g1	0.983338997	0.049695334
Csnk1g3	0.021124077	10.99502695
Csrnp1	0.02719265	9.503297822
Cstf2	0.00675249	20.65647117
Cstf2t	0.123224525	3.614685103
Cstf3	0.059911285	5.883521326
Ctbs	0.014414221	13.64235337
Ctdp1	0.09785087	4.25427382
Ctdspl2	0.173958995	2.783411248
Ctnnbl1	0.02377986	10.2720605
Ctr9	0.325388518	1.585228756
Cttn	0.198423828	2.501148524
Cux1	0.070028744	5.321783176
Cyb5r2	0.031359608	8.740458147
Cyba	0.050308288	6.566263069
Cyp2f2	0.025793792	9.799921931
D10Wsu102e	0.408239142	1.230094858
D17Wsu92e	0.0028621	32.56744616
D1Ertd622e	0.101038173	4.160951511
D8Ertd82e	0.331233781	1.556033496
Dap	0.00141416	46.99181827
Dbp	0.708324081	0.489209795
Dcaf10	0.572505252	0.759391408
Dcaf5	0.090188247	4.498448795
Dcaf8	0.136464517	3.353899266
Dclk1	0.328844445	1.567876259
Dcps	0.080435067	4.858170413
Dctn1	0.001228002	50.54215761
Dcun1d4	0.506559941	0.92270729
Ddhd2	0.603885898	0.690250804
Ddx23	0.540105816	0.836254972
Ddx41	0.145719065	3.19298106
Ddx42	0.491595802	0.963850688
Ddx5	0.026055674	9.742579862
Ddx50	0.197119651	2.51487162
Ddx55	0.038495041	7.734332473
Dennd1c	0.551058032	0.80959544
Dennd4b	0.079076464	4.913474816
Dennd4c	0.024377576	10.12584982
Denr	0.367212753	1.391476904
Depdc5	0.062388038	5.733487784
Dgkq	0.106923424	3.999681512
Dgkz	0.075708448	5.056917521
Dhx16	0.753476285	0.412668945
Dhx33	0.242701751	2.102188589
Dhx34	0.404181797	1.244999948
Dhx37	0.001051123	54.7556203
Dhx38	0.036178676	8.028134784
Dhx58	0.014846651	13.41910864
Dhx8	0.48272728	0.989062651
Diap1	0.615345378	0.666156414
Dicer1	0.472943934	1.01763424
Dido1	0.595875994	0.707445378
Dip2a	0.012568023	14.72166554
Dip2b	0.133518881	3.408569895
Dis3l2	0.371754335	1.372361399
Dlgap4	0.948996125	0.111321333
Dmap1	0.373486784	1.365157989
Dmd	0.060902897	5.822357536
Dmtn	0.36544418	1.399013328
Dmxl2	0.006694503	20.75251677
Dnaja1	0.273622612	1.882172498
Dnaja2	0.043927345	7.138770795
Dnajb1	0.595333292	0.708621221
Dnajb5	0.140400209	3.283536965
Dnajb6	0.054405706	6.252917809
Dnajc1	0.066692541	5.492856123
Dnajc14	0.677959419	0.543771111
Dnajc17	0.124042677	3.597376713
Dnajc5	0.035717413	8.090023026
Dnajc8	0.221729749	2.276450111
Dnase1l1	0.033785882	8.362783566
Dnhd1	0.044267395	7.105175063
Dnm2	0.248227166	2.059932852
Dnmbp	0.90402972	0.181109713
Dnmt1	0.272146492	1.891832544
Dnmt3b	0.024618626	10.06839629
Dnttip1	0.308562487	1.673714248
Dock10	0.075122858	5.082833937
Dock11	0.017895022	12.08235867
Dock4	0.02411907	10.18841765
Dock5	0.274482825	1.876578274
Dok1	0.136805694	3.347680617
Dok3	0.159431145	2.980637288
Dos	0.18260692	2.677245649
Dph2	0.491358245	0.964517778
Dpm1	0.07089001	5.279587016
Dpp8	0.250918759	2.03984716
Dpy19l1	0.022572099	10.58501483
Dpyd	0.038638636	7.716992755
Dpysl2	0.03209101	8.622113962
Dr1	0.086824737	4.615659684
Drd2	0.381016039	1.334401994
Drosha	0.076183821	5.036098399
Dscam	0.625903145	0.644460285
Dtd1	0.536757463	0.844551598
Dtx2	0.200660359	2.47792312
Duox2	0.134406232	3.391913091
Dync1h1	0.09055993	4.485897094
Dynll1	0.181063718	2.695637599
Dyrk1a	0.001094097	53.63854
E2f8	0.229762832	2.206932161
E330034G19Rik	0.539479459	0.83780167
E4f1	0.994352137	0.023524739
Eaf1	0.003117539	31.13928194
Ebag9	0.763399639	0.396475123
Ecd	0.631109827	0.633930588
Edc3	0.034319369	8.285153179
Eef2	0.065953192	5.532509967
Eef2k	0.640764203	0.614691731
Eefsec	0.065483905	5.558026203
Egln1	0.518723683	0.890478107
Ehbp1l1	0.178280801	2.72939954
Ehhadh	0.207386787	2.410321719
Ehmt1	0.05230439	6.409023284
Eif2ak3	0.76515491	0.393631637
Eif2b5	0.115190383	3.794270812
Eif3c	0.153602259	3.067452935
Eif3d	0.633160331	0.629813739
Eif3e	0.015760019	12.9781338
Eif3g	0.146561336	3.17909151
Eif3k	0.085983038	4.646057556
Eif4e2	0.055876905	6.148893526
Eif4ebp2	0.005903471	22.20090584
Eif4g2	0.007844734	19.05127915
Emb	0.005487936	23.08431384
Eme2	0.038938668	7.681072233
Emg1	0.211580538	2.36979381
Eml2	0.169928347	2.835610831
Eml6	0.539007599	0.838968465
Engase	0.318385134	1.621229852
Ensa	0.062786212	5.710197665
Enthd2	0.033477838	8.408450259
Entpd4	0.800677106	0.337296088
Ep400	0.31634887	1.631914471
Epb41l2	0.2322088	2.186473478
Epb41l4a	0.504835291	0.927363094
Epha10	0.180687763	2.700153504
Ephx3	0.014119601	13.8002888
Eprs	0.057597473	6.032318975
Ercc5	0.214809592	2.339389568
Espnl	0.023221781	10.41363632
Esyt1	0.065517075	5.556213717
Ethe1	0.317308329	1.626867579
Ets1	0.286268602	1.802433838
Evi2a	0.04064042	7.484908456
Evi2b	0.027631609	9.414889469
Evx2	0.574219848	0.755486125
Exoc1	0.07724764	4.990204031
Exoc7	0.076902471	5.00499095
Exosc2	0.104336262	4.068902342
Exosc3	0.042056173	7.330855635
Exosc5	0.147486704	3.163967915
Ezh2	0.055433422	6.179815468
Fadd	0.114220721	3.817210387
Fam102a	0.159490723	2.979774366
Fam102b	0.207045796	2.413670299
Fam117a	0.053723656	6.30258385
Fam117b	0.000698783	67.50915611
FAM120A	0.030395338	8.902955617
Fam122a	0.325654605	1.5838832
Fam122b	0.303833485	1.699860162
Fam126a	0.258591968	1.984286274
Fam132a	0.041709253	7.367879632
Fam133b	0.123491982	3.609008127
Fam135b	0.118237691	3.724015612
Fam160b1	0.854402906	0.255403871
Fam193b	0.04924448	6.653933729
Fam206a	0.113346118	3.838151691
Fam214a	0.222143369	2.272780248
Fam53b	0.013027272	14.43186833
Fam63b	0.207106674	2.41307187
Fam64a	0.068643814	5.391288381
Fam65a	0.131051428	3.455767256
Fam71f1	0.498602337	0.944374015
Fam76b	0.143644019	3.227715463
Fam83f	0.65341461	0.590020639
Fam83h	0.072513294	5.202104665
Farp2	0.648004549	0.60049871
Fas	0.114353513	3.814051744
Fbl	0.020318432	11.24188189
Fbn1	0.201443061	2.46988544
Fbrs	0.222910691	2.265998814
Fbxl18	0.087227542	4.601267758
Fbxl22	0.184673195	2.652977651
Fbxl3	0.249579231	2.049803359
Fbxo38	0.022060988	10.72512313
Fbxo4	0.098591356	4.232191711
Fbxo42	0.110097009	3.91810902
Fbxo6	0.387974221	1.306745912
Fchsd2	0.353030404	1.453436394
Fem1c	0.863788192	0.241344981
Fermt3	0.21559261	2.332118435
Fgd3	0.408358222	1.229660604
Fgd5	0.314183877	1.643385059
Fgfr1op	0.068685456	5.389167955
Fhl3	0.080518069	4.854836975
Fhod3	0.275061754	1.872827788
Fis1	0.518997933	0.889763424
Fkbp3	0.130029614	3.475702025
Fkbp4	0.309884586	1.666508974
Fkbp8	0.007357685	19.72282807
Flcn	0.204092652	2.443016054
Flnb	0.265252187	1.937990313
Fn1	0.030321311	8.915749628
Fndc3a	0.318784245	1.619147313
Foxd2	0.039307212	7.637512523
Foxj3	0.014674056	13.50702846
Foxn2	0.092245378	4.429930998
Foxo3	0.001167973	51.86431132
Frg1	0.015401154	13.14671242
Frmd4a	0.769573217	0.386500967
Fryl	0.183594904	2.665591422
Fstl4	0.121257216	3.657014755
Fubp1	0.003718869	28.37873996
Fubp3	0.114012713	3.822169162
Gabbr1	0.562285002	0.7829963
Gabpb2	0.360478023	1.420460152
Gabra2	0.434173103	1.139571802
Gadd45gip1	0.87917895	0.218344311
Gapdh	0.004115081	26.90073392
Gas2	0.256232868	2.00110737
Gata3	0.41490655	1.206055139
Gatad2a	0.548058997	0.816824122
Gatad2b	0.296255793	1.74301973
Gcfc2	0.127969215	3.51661762
Gckr	0.029019917	9.148594482
Gdpd3	0.086027199	4.644451635
Gfpt2	0.869488207	0.232822251
Gga3	0.2266821	2.233162305
Git1	0.074894706	5.093013169
Gja1	0.093120128	4.401482848
Glp1r	0.357475622	1.433634495
Gltscr1l	0.186012623	2.637460399
Glyr1	0.236737322	2.149422584
Gm10073	0.00077939	63.84007015
Gm10108	0.372137391	1.370764517
Gm1070	0.275968274	1.866978267
Gm12355	0.083947402	4.721447833
Gm12794	0.674007426	0.551081
Gm13119	0.371788966	1.37221693
Gm16432	0.043378817	7.193792214
Gm17669	0.091813867	4.444113268
Gm21876	0.23876562	2.133164855
Gm2663	0.091896275	4.441397111
Gm4955	0.038689845	7.710832336
Gm5724	0.014014892	13.85761492
Gm6696	0.368475159	1.386129363
Gm7964	0.039941783	7.563925803
Gm8011	0.664189291	0.569464681
Gm8251	0.18014579	2.706688192
Gmpr2	0.121816894	3.644868753
Gmps	0.001921139	40.09557004
Gnb1	0.113934074	3.824047389
Gnb5	0.988551954	0.038250354
Gnl1	0.271064934	1.898959448
Golga4	0.156499097	3.023706358
Golga5	0.018901272	11.71379042
Golgb1	0.170723066	2.825174021
Golph3	0.102480107	4.120163467
Gorasp2	0.662946778	0.571814443
Gpam	0.048489951	6.71785396
Gpatch2	0.042013758	7.335357625
Gpatch2l	0.042982154	7.234233943
Gpatch3	0.008962164	17.72296135
Gpbp1	0.007974969	18.88221607
Gpbp1l1	0.029231953	9.109600494
Gpkow	0.504178275	0.929142519
Gpn1	0.023672091	10.29900961
Gpr183	0.152452874	3.085151935
Gpr98	0.988528207	0.038305376
Gprc5c	0.857260805	0.251118517
Gprin1	0.034724059	8.227460398
Gramd1a	0.053508049	6.318480859
Gripap1	0.273404594	1.883594436
Grk6	0.005697328	22.62707633
Gsdmdc1	0.001260553	49.86505162
Gse1	0.129529434	3.48554546
Gsk3a	0.171353488	2.816946056
Gtf2f2	0.962080778	0.089443442
Gtf2i	0.025607182	9.841317625
Gtf3c1	0.083924302	4.722319007
Gtpbp1	0.044220137	7.109820845
Guca1b	0.203421686	2.449771273
Gucy1b2	0.060559366	5.843377164
Guf1	0.146256614	3.18410282
H2afx	0.086838147	4.615178945
H2afy	0.149520926	3.13121297
H2.K1	0.00233394	36.23246006
Habp4	0.023479881	10.34753364
Hadh	0.141072564	3.271809852
Hao2	0.399451924	1.262647969
Haus6	0.028478669	9.25009683
Hbp1	0.036476919	7.988744765
Hbs1l	0.045324362	7.003171669
Hcls1	0.004383883	26.01421888
Hdac1	0.060904949	5.822232526
Hdgfrp3	0.477021459	1.005626798
Heatr6	0.070822604	5.282861742
Helq	0.507874461	0.919173297
Helz	0.153333374	3.071575727
Hemgn	0.13325945	3.413470974
Hepacam	0.088168704	4.56802449
Herc1	0.071425703	5.253726469
Hexim2	0.10207705	4.131478117
Hgsnat	0.021200276	10.97240997
Hic2	0.037605912	7.843897631
Hipk1	0.203845673	2.445498781
Hipk3	0.071043279	5.272158194
Hira	0.72548367	0.459528003
Hist1h1c	0.529021613	0.863991094
Hist1h2bb	0.029249718	9.106352716
Hist1h2bc	0.401218105	1.256023218
Hist1h4a	0.544394087	0.825730456
Hivep1	0.882658455	0.213145552
Hivep2	0.791377717	0.351837285
Hltf	0.11824447	3.723862344
Hmg20a	0.196202515	2.524602908
Hmgb1	0.058540001	5.970644685
Hmgb2	0.014074315	13.82500358
Hmgn3	0.667833628	0.562603172
Hmgn5	0.245435685	2.081105607
Hmgxb3	0.285873113	1.804848964
Hmgxb4	0.273982704	1.879827574
Hnrnpa3	0.001126845	52.83055007
Hnrnpd	0.606376297	0.684964805
Hnrnpk	0.015106212	13.28973499
Hnrnpll	0.508869938	0.916505396
Hnrnpm	0.399969191	1.260703427
Hoxa6	0.603550054	0.690965806
Hoxd13	0.973639608	0.068776332
Hrnr	0.886225679	0.207813393
Hsbp1	0.168828261	2.850178165
Hsd17b4	0.014156303	13.78034547
Hsf1	0.144888684	3.206792008
Hspa8	0.054116674	6.273850303
Hydin	0.030031362	8.966315429
Hyls1	0.036131499	8.034410261
Ibtk	0.064141389	5.632557932
Ifi203	0.481214646	0.993427195
Ifi204	0.554150227	0.802197369
Ifi47	0.656916912	0.583293984
Ifih1	0.295798969	1.745673144
Igf2bp3	0.19363696	2.552186515
Ighmbp2	0.792884428	0.349472082
Ighv4.1	0.613978213	0.669000605
Ik	0.485161052	0.982080066
Ikzf3	0.024237181	10.15970649
Ikzf4	0.063106096	5.691646419
Il12rb1	0.263827818	1.947746669
Il18bp	0.415550658	1.203761956
Il22	0.040338797	7.518771189
Il2rg	0.02096559	11.04246293
Il4r	0.62821514	0.639771055
Impa1	0.531995252	0.856473174
Inadl	0.03952538	7.612013615
Ing4	0.028650235	9.217611396
Ing5	0.11312315	3.843529
Ino80b	0.171371646	2.816709732
Ino80c	0.751219822	0.416380159
Ino80d	0.006719394	20.71113669
Inpp4b	8.60E-05	195.3367009
Ints12	0.143347277	3.232743719
Ints2	0.182284511	2.681069034
Ints7	0.408740747	1.228266856
Ints9	0.141795029	3.259301118
Ip6k1	0.379093008	1.342173652
Iqce	0.483892157	0.98571448
Iqgap2	0.020886459	11.06634869
Iqsec1	0.137205834	3.340416622
Iqub	0.038188686	7.771652043
Irf2	0.219380487	2.297487588
Irf9	0.01092059	15.90753534
Itga5	0.405527699	1.240032023
Itga6	0.02544133	9.878489717
Itgb7	0.048060623	6.754893456
Itk	0.019789247	11.41216196
Itm2c	0.009319177	17.3497959
Itpr1	0.067983142	5.42518905
Itsn1	0.074753685	5.099328174
Jade1	0.179667277	2.712482023
Jade2	0.665016057	0.567904089
Jakmip1	0.03089705	8.817459445
Jarid2	0.378207543	1.345771228
Kalrn	0.099382571	4.20886886
Kank2	0.29305522	1.761737018
Kansl1	0.689216761	0.523220409
Kansl2	0.175035521	2.769772435
Kansl3	0.079155717	4.910209756
Kars	0.277163968	1.859305768
Kat2b	0.036951417	7.92706052
Kat6a	0.535866149	0.846771944
Kat8	0.212618037	2.359950468
Katnbl1	0.168217621	2.858325245
Kbtbd2	0.147621111	3.161783007
Kcnq5	0.048097693	6.751675816
Kctd1	0.514567102	0.901373704
Kctd12	0.024986193	9.982392154
Kdm1a	0.242676622	2.102383994
Kdm3b	0.220800481	2.284732093
Kdm4b	0.364730974	1.402067424
Kdm4d	0.09454677	4.355932622
Kdm5c	0.604039314	0.689924359
Kdm6a	0.139022417	3.307831458
Khdrbs1	0.768288137	0.388571028
Khnyn	0.149360571	3.133770876
Kiaa0195	0.568670636	0.768181779
Kiaa0226	0.004521391	25.59158976
Kiaa0907	0.923256443	0.151889171
Kiaa1161	0.431213973	1.149507871
Kiaa1468	0.059086619	5.935553255
Kiaa1551	0.734338141	0.444506576
Kiaa1731	0.011058007	15.79858892
Kiaa2022	0.387667071	1.307951649
Kif13a	0.001477916	45.93300171
Kif14	0.981461016	0.053571404
Kif15	0.123245106	3.614247602
Kif26b	0.436460009	1.131958405
Kif3a	0.096102604	4.307413389
Kifap3	0.034094168	8.317701385
Kifc5b	0.100494606	4.176553726
Klc1	0.654330312	0.588257661
Klc2	0.20463059	2.437623841
Klc4	0.150594361	3.114194522
Klf13	0.289513157	1.782803216
Klf16	0.012120974	15.01943393
Klf3	0.22199638	2.274083263
Klhdc4	0.065029804	5.582978487
Klrb1	0.222400075	2.270507687
Kmt2a	0.850912539	0.260643763
Kmt2c	0.881257088	0.215239541
Kng1	0.629032149	0.638119186
Kntc1	0.537391648	0.842974827
Kpna1	0.025243555	9.92329452
Kpna2	0.001552844	44.77299254
Krcc1	0.109124809	3.942721558
Kri1	0.058864136	5.949777219
Krit1	0.259895895	1.975085398
Kti12	0.000836172	61.58046524
L1cam	0.038558977	7.726600037
L1td1	0.025474185	9.87109726
L3mbtl2	0.021093037	11.00427543
L3mbtl3	0.074221115	5.123338622
Lamtor1	0.041066262	7.437735666
Lasp1	0.421999727	1.18107735
Lat	0.210806597	2.377183241
Lax1	0.37825892	1.345562157
Lca5	0.28885792	1.786741582
Lck	0.62011812	0.6562903
Lcor	0.962448136	0.088809839
Ldb1	0.00073621	65.73061732
Lemd2	0.003283911	30.30009612
Lemd3	0.050487444	6.551771142
Leng8	0.507789447	0.919401471
Lgalsl	0.906363836	0.177590187
Lig1	0.361398714	1.416451949
Lig3	0.31877554	1.619192694
Limk2	0.269042921	1.912396103
Lin37	0.641673014	0.612899333
Lin52	0.016586342	12.61097242
Lin54	0.037035547	7.916247432
Lmtk2	0.032300237	8.589000823
Lnp	0.217049889	2.318689495
Loxl1	0.560713774	0.786675921
Lpin2	0.630162272	0.635838703
Lrba	0.584392165	0.732629457
Lrch1	0.003782293	28.12662196
Lrp1	0.172084426	2.807462298
Lrrc41	0.492395413	0.961608557
Lrrc47	0.067897315	5.429629237
Lrrc8a	0.037708765	7.831025721
Lrrc8c	0.133089015	3.416698507
Lrrc9	0.005899057	22.20979747
Lrrfip2	0.200231429	2.482347579
Lrriq1	0.02417504	10.17478592
Lsm11	0.181709859	2.687908663
Lta4h	0.041719364	7.366794071
Ltb4r	0.146517973	3.179803679
Luc7l2	0.001326935	48.56221384
Ly9	0.006531066	21.03007059
Lysmd1	0.011809522	15.23680007
Lysmd3	0.205073489	2.433200012
Lyst	0.161736408	2.947593438
Lzts1	0.082430686	4.77941938
Macf1	0.080772898	4.844634758
Magohb	0.219300445	2.298210218
Maml1	0.134455195	3.390998751
Maml2	0.034281267	8.290637446
Map10	0.022494905	10.60586922
Map1s	0.555841332	0.798174793
Map2	0.027478782	9.445429279
Map2k1	0.052836192	6.368639116
Map2k4	0.452278704	1.080797244
Map2k6	0.005963979	22.08002779
Map2k7	0.003056931	31.46188392
Map3k1	0.085827057	4.651739648
Map3k11	0.327473627	1.574727371
Map3k5	0.013094936	14.39046384
Map3k7	0.766250731	0.39185954
Map3k9	0.715703327	0.476350126
Map4k1	0.031704916	8.684076056
Map7	0.213775309	2.349054245
Mapk14	0.067624988	5.443773504
Mapk8	0.456774322	1.066715815
Mapk8ip3	0.001776012	41.76417821
Mapkap1	0.263284977	1.951485316
Mapre3	0.068454442	5.400955472
Mapt	0.274814698	1.874426875
Marf1	0.098393222	4.238075965
Mark2	0.809273375	0.323968751
Mars	0.003807144	28.02956155
Mars2	0.151612919	3.098212144
Mast1	0.001073532	54.16473922
Mast3	0.162468814	2.937241222
Mast4	0.007881395	19.00326504
Matn4	0.047478573	6.805907365
Mavs	0.212674106	2.359420531
Max	0.023789919	10.26955435
Mbd1	0.788461037	0.356426307
Mbd2	0.864738028	0.239924137
Mcm10	0.047503636	6.80369149
Mcm3ap	0.216371147	2.324927521
Mcm4	0.466814466	1.035959097
Mcm7	0.030244607	8.929055781
Mcm9	0.589886186	0.720501091
Mcph1	0.024333273	10.13650203
Mcrs1	0.128306642	3.509849982
Mdm2	0.033496968	8.40559604
Me2	0.315753958	1.635055012
Mecp2	0.03031166	8.917421052
Med12l	0.30837901	1.674717736
Med13	0.364503041	1.4030453
Med14	0.723502646	0.462915468
Med15	0.065302907	5.567940725
Med16	0.020714798	11.11863457
Med19	0.024361798	10.12964001
Med23	0.059430535	5.913722707
Med24	0.055028822	6.208351035
Med9	0.478627741	1.000935901
Mef2a	0.155502346	3.038621963
Men1	0.013995793	13.86814044
Mep1a	0.641980844	0.612292932
Mettl14	0.326084793	1.581711192
Mettl22	0.060270967	5.861161769
Mex3d	0.000726202	66.19273778
Mfap1	0.147322283	3.16664477
Mfsd2a	0.934656631	0.134205198
Mfsd5	0.566784099	0.772535367
Mfsd6	0.593669864	0.712233993
Mga	0.058883863	5.948512779
Mgat5	0.109572172	3.931355493
Mgmt	0.324267721	1.59091406
Mib1	0.689235801	0.523185983
Mical3	0.023399343	10.36804309
Micall1	0.026415631	9.665157615
Mid1ip1	0.005436493	23.20067023
Mkl1	0.472466023	1.019051054
Mkl2	0.023925072	10.23603645
Mlip	0.139901576	3.292288179
Mllt10	0.36629205	1.395393743
Mllt3	0.35968703	1.423915553
Mllt4	0.041982278	7.338703389
Mlx	0.495693502	0.952413674
Mlxip	0.06359009	5.663843727
Mon1a	0.126494741	3.54650549
Mon2	0.215240097	2.33538704
Morc2a	0.206837361	2.415721183
Morn3	0.014761653	13.46221421
Mov10	0.095589138	4.323295563
Mphosph8	0.206820058	2.41589157
Mphosph9	0.002667686	33.78926058
Mpp1	0.619138546	0.658307344
Mpp7	0.055295828	6.189484625
Mprip	0.056470005	6.108109013
Mrps22	0.24191077	2.108353694
Mrps28	0.631705174	0.632733565
Msantd2	0.003445847	29.54236596
Msh6	0.058021363	6.004396231
Msi1	0.009188556	17.48380261
Msl3	0.436126554	1.133064997
Mta1	0.852166649	0.258760207
Mta2	0.037748052	7.826122822
Mterf1a	0.260627872	1.969950058
Mtfr1l	0.533620785	0.852387632
Mtmr1	0.203030304	2.453726919
Mtmr12	0.069139661	5.366164197
Mtmr2	0.041747403	7.363785662
Mtmr3	0.1151335	3.795608545
Mtpap	0.253530208	2.020660402
Mtss1	0.304204239	1.697788899
Mtus1	0.462029203	1.050501145
Muc4	0.883763929	0.211493449
Mum1	0.676566729	0.546341357
Mycbp2	0.662010279	0.57358901
Myg1	0.693340978	0.515789035
Myh9	1.78E-05	431.3455887
Myl12b	0.189823956	2.594198108
Myl6	0.205752642	2.4264438
Myo1g	0.138361436	3.319614132
Myo3a	0.199984557	2.484900457
Myo5a	0.011121499	15.74893417
Myo5c	0.101923791	4.135797905
Myo9b	0.433545129	1.141672356
N4bp1	0.067123481	5.470045361
N4bp2	0.47773877	1.003529286
Naa10	0.053452483	6.322593414
Naa15	0.026716019	9.601748079
Naa16	0.460016731	1.056680164
Nab1	0.007879854	19.00527655
Nans	0.098250742	4.242318328
Nap1l4	0.004398762	25.96753461
Nasp	0.437930368	1.127093163
Nbas	0.081048513	4.833654362
Nbeal2	0.176960574	2.745691181
Ncapg	0.538517373	0.840182143
Nck1	0.088791474	4.54631738
